X,Y,Z
 25,  5,  0
 18,-25,  0
 19,-25,  0
 25,  4,  0
 25,  3,  0
 25,  2,  0
 24,  1,  0
 24,  0,  0
 24, -1,  0
 24, -2,  0
 23, -3,  0
 23, -4,  0
 23, -5,  0
 23, -6,  0
 23, -7,  0
 22, -7,  0
 22, -8,  0
 22, -9,  0
 22,-10,  0
 22,-11,  0
 22,-12,  0
 21,-12,  0
 21,-13,  0
 21,-14,  0
 21,-15,  0
 21,-16,  0
 21,-17,  0
 20,-18,  0
 20,-19,  0
 20,-20,  0
 20,-21,  0
 20,-22,  0
 19,-23,  0
 19,-24,  0
-15,  2,  0
 24,  4,  0
-15,  1,  0
 17,-25,  0
 23,  4,  0
 16,-25,  0
-16,  1,  0
 22,  4,  0
 15,-24,  0
  4, 28,  0
-17,  1,  0
-17,  0,  0
 21,  3,  0
 14,-24,  0
  3, 28,  0
  3, 27,  0
-18,  0,  0
 13,-24,  0
  2, 27,  0
 20,  3,  0
 12,-24,  0
  2, 26,  0
-19,  0,  0
 19,  3,  0
  1, 26,  0
 11,-24,  0
 11,-23,  0
  1, 25,  0
 18,  3,  0
 10,-23,  0
  0, 25,  0
-20,  0,  0
 17,  2,  0
  9,-23,  0
  0, 24,  0
-21,  0,  0
  8,-23,  0
 16,  2,  0
-21, -1,  0
  7,-23,  0
 -1, 23,  0
 15,  2,  0
-22, -1,  0
  7,-22,  0
  6,-22,  0
 -2, 22,  0
 14,  2,  0
  5,-22,  0
 -3, 22,  0
-23, -1,  0
 13,  1,  0
 -3, 21,  0
-23, -2,  0
  4,-22,  0
 12,  1,  0
 -4, 21,  0
  3,-22,  0
 -4, 20,  0
-24, -2,  0
  2,-22,  0
 11,  1,  0
  2,-21,  0
 -5, 20,  0
  1,-21,  0
 -5, 19,  0
 10,  1,  0
-25, -2,  0
 -6, 19,  0
-25, -3,  0
  9,  1,  0
  0,-21,  0
  9,  0,  0
 -6, 18,  0
 -7, 18,  0
-26, -3,  0
  8,  0,  0
 -1,-21,  0
 -8, 17,  0
  7,  0,  0
 -1,-20,  0
 -2,-20,  0
-27, -3,  0
  6,  0,  0
 -9, 16,  0
-27, -4,  0
 -3,-20,  0
  5,  0,  0
-10, 16,  0
-10, 15,  0
 -4,-20,  0
-28, -4,  0
  4,  0,  0
-11, 15,  0
-11, 14,  0
-12, 13,  0
-13, 12,  0
-13, 11,  0
-14, 11,  0
-14, 10,  0
-15, 10,  0
-15,  9,  0
-16,  9,  0
-16,  8,  0
-17,  8,  0
-17,  7,  0
-18,  7,  0
-18,  6,  0
-19,  5,  0
-20,  4,  0
-20,  3,  0
-21,  3,  0
-21,  2,  0
-22,  2,  0
-22,  1,  0
-23,  1,  0
-23,  0,  0
-24,  0,  0
-25,  0,  0
-25, -1,  0
-26, -2,  0
-10, 14,  0
-27, -5,  0
-26, -5,  0
 -9, 14,  0
 -9, 13,  0
-25, -6,  0
 -8, 13,  0
-24, -6,  0
 -8, 12,  0
-24, -7,  0
-23, -7,  0
-22, -8,  0
 -6, 11,  0
-21, -8,  0
 -6, 10,  0
-21, -9,  0
-20, -9,  0
 -5, 10,  0
-19,-10,  0
 -5,  9,  0
 -4,  9,  0
-18,-10,  0
 -4,  8,  0
-18,-11,  0
-17,-11,  0
 -3,  8,  0
 -3,  7,  0
-16,-12,  0
 -2,  7,  0
-15,-12,  0
 -2,  6,  0
-15,-13,  0
-14,-13,  0
 -1,  6,  0
 -1,  5,  0
-13,-14,  0
  0,  5,  0
-12,-14,  0
-12,-15,  0
  0,  4,  0
-11,-15,  0
  0,  3,  0
-10,-16,  0
  1,  3,  0
 -9,-16,  0
  1,  2,  0
 -9,-17,  0
 -8,-17,  0
  2,  2,  0
  2,  1,  0
 -7,-18,  0
  3,  1,  0
  3,  0,  0
 -6,-18,  0
 -6,-19,  0
 -5,-19,  0
  4, -1,  0
  3, -1,  0
  3, -2,  0
  3, -3,  0
  2, -3,  0
  2, -4,  0
  2, -5,  0
  1, -5,  0
  1, -6,  0
  1, -7,  0
  0, -7,  0
  0,-11,  0
 -1,-12,  0
 -1,-13,  0
 -2,-14,  0
 -2,-15,  0
 -3,-16,  0
 -3,-17,  0
 -3,-18,  0
 -4,-18,  0
 -4,-19,  0
